school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,nursery,higher_mat,internet,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,higher_por,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,student_id
GP,F,19,U,GT3,T,2,2,services,services,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,no,yes,no,4,3,3,1,1,5,0,10,10,11,GP_F_19_U_GT3_T_2_2_services_services_home_yes_yes
GP,M,18,U,LE3,T,2,1,services,other,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,3,2,1,no,no,no,yes,no,no,4,4,5,4,4,5,4,11,10,11,GP_M_18_U_LE3_T_2_1_services_other_course_no_yes
GP,F,17,R,GT3,T,4,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,3,0,no,yes,no,yes,yes,no,4,3,4,1,3,5,2,11,12,14,GP_F_17_R_GT3_T_4_2_other_other_course_yes_yes
GP,F,18,U,LE3,T,1,1,other,at_home,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,3,0,no,yes,no,no,yes,no,4,4,3,2,3,3,4,11,12,14,GP_F_18_U_LE3_T_1_1_other_at_home_home_no_no
GP,F,18,R,GT3,T,2,2,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,yes,no,no,no,yes,no,3,2,3,1,1,5,4,11,11,13,GP_F_18_R_GT3_T_2_2_other_other_home_yes_no
GP,M,17,R,GT3,T,2,2,other,services,other,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10,GP_M_17_R_GT3_T_2_2_other_services_other_no_no
GP,F,20,R,GT3,T,2,1,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,2,2,0,no,yes,yes,yes,no,yes,1,2,3,1,2,2,8,10,12,12,GP_F_20_R_GT3_T_2_1_other_other_course_yes_yes
GP,M,17,U,GT3,T,2,2,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,2,1,0,no,no,no,no,no,no,4,4,4,2,3,4,8,8,8,9,GP_M_17_U_GT3_T_2_2_other_other_home_yes_yes
GP,F,18,U,GT3,T,2,1,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,no,yes,yes,4,2,5,1,2,1,8,14,14,15,GP_F_18_U_GT3_T_2_1_other_other_home_yes_yes
GP,F,17,U,GT3,T,2,2,other,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,3,3,0,no,yes,no,no,yes,yes,4,2,3,1,1,1,8,13,15,15,GP_F_17_U_GT3_T_2_2_other_services_reputation_yes_yes
GP,F,19,R,GT3,T,3,2,services,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,1,yes,yes,no,no,no,no,3,3,3,4,3,3,0,9,8,10,GP_F_19_R_GT3_T_3_2_services_services_reputation_yes_yes
GP,M,18,U,GT3,T,1,2,at_home,other,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,2,1,0,no,no,no,no,no,no,3,4,4,2,4,4,10,10,10,11,GP_M_18_U_GT3_T_1_2_at_home_other_home_no_yes
GP,F,18,U,GT3,T,2,1,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,0,no,no,no,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,GP_F_18_U_GT3_T_2_1_other_other_reputation_yes_yes
GP,F,17,R,GT3,T,4,4,services,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,3,0,no,yes,no,yes,yes,no,5,3,4,1,1,5,0,7,7,8,GP_F_17_R_GT3_T_4_4_services_services_reputation_yes_yes
GP,M,19,R,LE3,T,2,1,at_home,services,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,3,1,no,no,no,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,GP_M_19_R_LE3_T_2_1_at_home_services_course_yes_yes
GP,F,18,U,GT3,T,1,4,other,teacher,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,yes,yes,no,no,yes,yes,3,4,4,1,2,5,2,10,10,11,GP_F_18_U_GT3_T_1_4_other_teacher_home_no_no
GP,F,17,U,GT3,T,2,3,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,2,2,0,no,no,no,yes,yes,yes,4,2,1,1,1,3,2,11,12,14,GP_F_17_U_GT3_T_2_3_other_other_course_yes_yes
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,no,no,yes,yes,no,4,4,4,1,1,5,2,15,16,17,GP_F_17_R_GT3_T_4_4_teacher_teacher_course_yes_yes
GP,F,18,U,LE3,T,4,3,health,services,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,yes,no,no,yes,no,3,2,4,1,4,1,8,12,12,15,GP_F_18_U_LE3_T_4_3_health_services_course_yes_yes
GP,F,18,U,GT3,T,3,3,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,0,no,yes,no,no,yes,no,4,1,4,1,1,3,8,11,12,14,GP_F_18_U_GT3_T_3_3_at_home_other_course_yes_yes
GP,M,19,U,GT3,T,4,2,health,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,0,no,yes,no,yes,yes,yes,5,4,4,1,1,1,9,11,10,10,GP_M_19_U_GT3_T_4_2_health_other_course_yes_yes
GP,F,18,U,GT3,T,3,4,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,yes,no,yes,yes,yes,5,4,4,1,1,1,4,11,12,14,GP_F_18_U_GT3_T_3_4_other_other_course_yes_yes
GP,F,17,U,GT3,T,4,4,health,health,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,no,no,yes,yes,no,5,3,4,1,2,5,2,14,15,17,GP_F_17_U_GT3_T_4_4_health_health_course_yes_yes
GP,F,17,U,LE3,A,3,3,services,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,yes,yes,no,no,yes,no,5,3,3,1,1,5,0,12,12,13,GP_F_17_U_LE3_A_3_3_services_other_home_yes_yes
GP,F,17,U,LE3,T,2,1,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,0,no,no,no,yes,yes,no,4,2,3,2,2,2,2,11,12,14,GP_F_17_U_LE3_T_2_1_other_other_home_yes_yes
GP,M,18,U,LE3,T,4,4,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,1,0,no,yes,no,no,yes,no,4,2,5,3,4,5,2,8,9,11,GP_M_18_U_LE3_T_4_4_other_other_reputation_yes_yes
GP,F,19,U,GT3,T,1,1,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,3,3,0,no,no,no,yes,no,yes,1,5,5,4,3,5,12,10,10,11,GP_F_19_U_GT3_T_1_1_other_other_course_yes_no
GP,F,19,U,LE3,A,1,1,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,3,2,2,no,yes,no,no,yes,yes,5,3,4,1,1,4,2,8,8,9,GP_F_19_U_LE3_A_1_1_other_other_course_no_yes
GP,F,18,U,GT3,T,2,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,yes,no,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,GP_F_18_U_GT3_T_2_2_other_other_course_yes_yes
GP,F,17,U,GT3,T,3,3,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,GP_F_17_U_GT3_T_3_3_at_home_other_course_yes_yes
GP,M,19,R,GT3,T,3,2,at_home,services,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,1,1,0,no,yes,no,no,yes,yes,5,3,4,2,2,5,0,11,10,10,GP_M_19_R_GT3_T_3_2_at_home_services_home_no_no
GP,F,18,U,GT3,T,2,2,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,4,2,0,no,no,no,yes,yes,yes,4,2,5,1,1,2,2,10,9,10,GP_F_18_U_GT3_T_2_2_at_home_other_course_yes_no
GP,M,18,U,GT3,T,2,2,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,no,no,no,yes,no,5,4,2,1,2,5,6,15,14,15,GP_M_18_U_GT3_T_2_2_other_other_reputation_no_yes
GP,F,17,U,GT3,T,2,1,services,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,0,no,yes,no,yes,yes,yes,4,3,4,2,2,1,10,12,15,15,GP_F_17_U_GT3_T_2_1_services_other_course_yes_yes
GP,F,17,U,GT3,T,2,1,services,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,yes,yes,no,4,3,5,2,4,4,4,12,16,16,GP_F_17_U_GT3_T_2_1_services_other_reputation_yes_yes
GP,F,19,U,LE3,A,2,3,at_home,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,2,1,1,no,no,no,no,no,no,2,2,3,3,4,5,16,10,11,11,GP_F_19_U_LE3_A_2_3_at_home_other_home_yes_yes
GP,F,17,U,GT3,T,3,1,other,at_home,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,1,no,yes,yes,no,yes,yes,4,1,2,1,1,3,6,10,13,13,GP_F_17_U_GT3_T_3_1_other_at_home_home_yes_yes
GP,F,21,U,LE3,T,4,4,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,1,3,2,no,no,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12,GP_F_21_U_LE3_T_4_4_other_other_reputation_yes_yes
GP,M,18,U,LE3,T,2,2,services,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,yes,no,no,4,4,4,1,3,3,11,9,11,12,GP_M_18_U_LE3_T_2_2_services_services_reputation_no_yes
GP,M,18,U,LE3,A,3,4,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,1,2,0,no,no,no,yes,yes,yes,4,3,5,1,4,2,9,13,14,15,GP_M_18_U_LE3_A_3_4_other_other_reputation_yes_yes
GP,F,17,U,GT3,T,2,2,services,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,yes,yes,no,4,3,4,1,3,4,0,13,17,17,GP_F_17_U_GT3_T_2_2_services_services_reputation_yes_yes
GP,M,17,U,LE3,A,4,4,health,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,3,0,no,yes,no,no,yes,no,4,4,2,1,2,4,2,12,15,15,GP_M_17_U_LE3_A_4_4_health_other_reputation_yes_yes
GP,F,18,U,LE3,T,4,2,teacher,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,yes,yes,no,4,2,2,1,1,3,0,14,17,17,GP_F_18_U_LE3_T_4_2_teacher_other_course_yes_yes
GP,M,21,R,LE3,T,1,1,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,2,2,2,no,yes,no,yes,no,yes,5,3,3,5,2,4,21,9,10,10,GP_M_21_R_LE3_T_1_1_at_home_other_course_yes_yes
GP,F,20,R,GT3,T,1,1,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,2,3,0,no,no,no,no,yes,yes,3,2,2,1,3,3,8,11,15,15,GP_F_20_R_GT3_T_1_1_other_other_reputation_yes_yes
GP,F,19,U,GT3,T,4,4,teacher,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,1,1,1,no,yes,no,no,yes,yes,3,2,5,4,4,5,5,9,10,11,GP_F_19_U_GT3_T_4_4_teacher_other_home_yes_yes
GP,M,17,U,LE3,A,3,2,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,no,yes,no,4,4,4,1,2,5,10,16,18,18,GP_M_17_U_LE3_A_3_2_other_other_reputation_yes_yes
GP,F,18,U,GT3,T,3,2,at_home,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,3,0,no,yes,no,no,yes,yes,4,3,4,1,2,2,5,14,17,17,GP_F_18_U_GT3_T_3_2_at_home_other_reputation_yes_yes
GP,M,18,R,GT3,T,2,3,other,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,1,0,no,no,no,no,yes,no,3,1,3,4,5,4,13,13,14,14,GP_M_18_R_GT3_T_2_3_other_services_reputation_yes_yes
GP,M,19,U,GT3,T,2,1,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,no,no,no,yes,no,5,3,4,1,4,4,10,7,11,11,GP_M_19_U_GT3_T_2_1_other_other_reputation_yes_yes
GP,F,18,U,LE3,A,2,2,services,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,0,no,yes,no,no,yes,no,4,1,4,1,3,4,10,14,17,17,GP_F_18_U_LE3_A_2_2_services_other_reputation_yes_yes
GP,F,20,U,GT3,T,1,0,other,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,1,yes,no,no,no,yes,yes,5,3,1,1,1,5,5,8,10,10,GP_F_20_U_GT3_T_1_0_other_other_reputation_yes_yes
GP,F,18,U,GT3,T,3,2,services,other,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13,GP_F_18_U_GT3_T_3_2_services_other_home_no_yes
MS,F,16,U,GT3,T,1,3,at_home,other,other,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,2,1,0,no,yes,no,no,no,yes,4,3,3,1,3,5,11,10,11,11,MS_F_16_U_GT3_T_1_3_at_home_other_other_yes_yes
MS,F,16,R,GT3,T,2,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,0,no,yes,no,yes,yes,no,4,4,4,1,1,5,0,12,12,12,MS_F_16_R_GT3_T_2_2_other_other_course_yes_yes
MS,F,16,R,GT3,T,2,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,3,2,0,no,yes,no,no,yes,no,4,4,5,1,1,4,4,9,10,11,MS_F_16_R_GT3_T_2_2_other_other_course_yes_yes
MS,F,16,R,GT3,T,2,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,3,2,0,no,yes,no,no,no,no,3,4,5,1,2,1,1,9,10,11,MS_F_16_R_GT3_T_2_2_other_other_course_yes_yes
MS,F,15,R,GT3,T,1,1,at_home,services,other,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,1,no,yes,no,no,yes,yes,4,1,3,1,1,2,6,10,10,10,MS_F_15_R_GT3_T_1_1_at_home_services_other_yes_no
MS,F,15,R,GT3,T,3,3,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,yes,no,no,yes,no,5,4,4,2,3,5,4,10,10,11,MS_F_15_R_GT3_T_3_3_at_home_other_course_yes_yes
MS,F,16,R,GT3,T,2,3,at_home,services,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,0,no,no,no,no,yes,no,4,5,2,1,2,5,0,16,17,17,MS_F_16_R_GT3_T_2_3_at_home_services_course_yes_no
MS,F,15,R,LE3,T,2,1,at_home,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,no,no,no,no,no,1,3,4,1,1,1,0,6,8,9,MS_F_15_R_LE3_T_2_1_at_home_other_home_yes_no
MS,M,16,R,LE3,A,4,4,at_home,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,no,yes,no,5,3,2,1,3,2,5,10,11,11,MS_M_16_R_LE3_A_4_4_at_home_other_home_yes_no
MS,M,16,U,GT3,A,1,2,other,other,other,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,3,0,yes,no,no,no,yes,no,4,4,3,1,1,5,0,10,11,11,MS_M_16_U_GT3_A_1_2_other_other_other_yes_yes
MS,F,17,R,GT3,T,3,2,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,1,no,no,no,no,yes,yes,4,5,4,1,2,5,0,10,10,10,MS_F_17_R_GT3_T_3_2_at_home_other_course_yes_no
MS,F,17,R,GT3,T,1,1,other,other,other,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,1,1,no,yes,no,no,no,no,5,4,4,2,2,5,0,6,6,7,MS_F_17_R_GT3_T_1_1_other_other_other_no_yes
MS,F,15,R,GT3,T,4,4,teacher,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,no,no,no,yes,yes,1,5,1,3,5,5,0,13,14,14,MS_F_15_R_GT3_T_4_4_teacher_other_course_yes_yes
MS,F,16,U,LE3,A,2,2,at_home,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,4,0,no,no,no,yes,no,yes,1,2,1,1,1,1,4,10,9,11,MS_F_16_U_LE3_A_2_2_at_home_other_reputation_no_no
MS,F,15,R,LE3,T,1,1,at_home,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,2,2,0,no,yes,no,no,yes,no,5,4,3,1,2,4,0,10,10,10,MS_F_15_R_LE3_T_1_1_at_home_services_reputation_yes_yes
MS,F,15,R,LE3,T,1,1,other,services,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,1,no,yes,no,no,yes,yes,4,4,3,1,2,2,4,6,7,8,MS_F_15_R_LE3_T_1_1_other_services_course_yes_yes
MS,F,16,R,GT3,T,0,2,other,other,other,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,yes,no,yes,yes,no,3,2,3,1,2,2,0,12,11,12,MS_F_16_R_GT3_T_0_2_other_other_other_yes_no
MS,F,17,R,GT3,T,2,3,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,yes,no,no,yes,no,5,5,5,1,3,3,2,10,11,12,MS_F_17_R_GT3_T_2_3_other_other_course_yes_yes
MS,F,15,R,GT3,T,3,3,other,services,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,2,1,0,no,no,no,no,yes,no,4,1,3,1,1,4,0,14,16,16,MS_F_15_R_GT3_T_3_3_other_services_course_no_yes
MS,M,16,U,GT3,T,1,1,at_home,services,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,0,no,yes,no,yes,yes,yes,5,4,5,4,5,3,0,7,0,0,MS_M_16_U_GT3_T_1_1_at_home_services_home_yes_no
MS,M,17,U,GT3,T,1,1,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,no,yes,no,yes,no,4,4,3,2,4,5,4,8,9,9,MS_M_17_U_GT3_T_1_1_other_other_home_no_yes
MS,M,15,R,LE3,T,4,1,health,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,0,no,yes,no,yes,yes,no,5,3,4,1,2,2,0,12,13,14,MS_M_15_R_LE3_T_4_1_health_services_reputation_yes_yes
MS,M,15,R,LE3,T,4,1,health,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,0,no,yes,no,yes,yes,no,5,3,4,1,2,2,7,7,9,8,MS_M_15_R_LE3_T_4_1_health_services_reputation_yes_yes
MS,M,16,R,GT3,T,3,4,other,health,other,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,3,2,0,no,no,no,no,yes,no,3,4,5,1,2,5,4,9,10,11,MS_M_16_R_GT3_T_3_4_other_health_other_no_no
MS,M,15,R,GT3,T,1,1,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,4,2,0,no,yes,no,yes,yes,yes,5,4,5,2,4,4,8,7,9,9,MS_M_15_R_GT3_T_1_1_other_other_course_yes_no
MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,0,11,11,11,MS_M_15_U_LE3_T_3_3_at_home_at_home_reputation_yes_yes
MS,M,17,R,GT3,T,2,1,other,other,other,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,3,1,0,no,no,no,yes,no,yes,5,5,5,5,5,3,8,8,10,9,MS_M_17_R_GT3_T_2_1_other_other_other_yes_no
MS,F,16,R,GT3,T,4,4,teacher,teacher,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,3,0,no,no,no,yes,yes,yes,4,2,2,1,1,4,6,16,16,17,MS_F_16_R_GT3_T_4_4_teacher_teacher_course_yes_yes
MS,F,15,R,GT3,T,1,2,other,services,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,no,no,no,yes,no,5,1,2,1,1,1,3,11,13,13,MS_F_15_R_GT3_T_1_2_other_services_course_yes_no
